X,Y
408,12.3756
409,14.1088
410,14.1063
411,14.4251
412,14.0722
413,15.1350
414,17.0662
415,19.0115
416,21.1014
417,22.3072
418,22.6845
419,21.3020
420,18.9115
421,18.0597
422,18.6366
423,19.4523
424,19.0068
425,17.7081
426,15.5178
427,16.0775
428,17.9620
429,18.5776
430,17.5795
431,16.6281
432,16.8295
433,17.7250
434,16.6083
435,17.3075
436,18.6645
437,17.7894
438,18.4234
439,20.5506
440,22.1624
441,21.5252
442,20.5447
443,18.8881
444,15.6861
445,12.5026
446,12.2383
447,13.5577
448,13.2805
449,10.7203
450,11.6360
451,13.6089
452,15.3077
453,16.1220
454,16.0526
455,16.7202
456,16.7340
457,17.0242
458,17.9897
459,16.5737
460,14.4187
461,13.4842
462,13.9691
463,15.1146
464,15.2045
465,15.0307
466,17.1061
467,18.1561
468,18.2788
469,18.7948
470,18.5295
471,17.2686
472,14.8714
473,13.0794
474,16.7858
475,19.2958
476,21.0999
477,21.6521
478,20.6736
479,18.9000
480,18.3198
481,18.5463
482,17.2677
483,17.4925
484,20.5412
485,23.9315
486,25.1798
487,21.6277
488,17.6074
489,14.9860
490,16.8977
491,16.5944
492,15.3260
493,14.7668
494,15.3163
495,15.9887
496,16.1799
497,16.4596
498,17.1968
499,18.4850
500,22.0242
501,25.9662
502,28.0303
503,28.2895
504,27.8552
505,26.8373
506,26.4025
507,25.1958
508,24.0493
509,23.9395
510,24.4552
511,24.6840
512,23.9672
513,22.5779
514,25.7784
515,25.4465
516,20.5544
517,16.4124
518,14.4325
519,14.5848
520,15.8338
521,17.2195
522,16.7840
523,16.5220
524,15.9119
525,14.7345
526,14.2057
527,15.4414
528,18.4056
529,21.6397
530,19.0212
531,17.7342
532,18.2279
533,17.6938
534,16.9842
535,16.0731
536,15.3093
537,15.3305
538,16.1476
539,16.4010
540,14.4494
541,12.0697
542,12.2424
543,14.6594
544,16.1660
545,15.5869
546,13.6225
547,15.4149
548,17.3563
549,14.4945
550,11.5389
551,14.7817
552,20.3501
553,22.6309
554,23.7331
555,22.6842
556,21.7243
557,22.5867
558,22.7592
559,19.6988
560,16.0004
561,14.2129
562,12.9285
563,12.8678
564,13.7168
565,14.2318
566,16.0430
567,17.8451
568,17.4742
569,15.6469
570,14.3059
571,14.1500
572,14.3011
573,15.5444
574,17.2815
575,17.6061
576,16.7433
577,15.3963
578,18.3106
579,22.8756
580,25.0914
581,22.9402
582,18.8535
583,16.1146
584,15.9085
585,15.8739
586,14.0225
587,12.5049
588,12.3001
589,13.7561
590,16.2990
591,18.2950
592,18.0013
593,16.3437
594,14.8293
595,14.7516
596,15.0000
597,14.7913
598,14.0411
599,13.4667
600,12.9890
601,12.7147
602,13.3482
603,15.1401
604,17.5429
605,18.4826
606,18.5854
607,18.2534
608,18.7491
609,19.5899
610,15.6522
611,11.8766
612,11.6365
613,12.5811
614,13.8207
615,14.0290
616,13.5002
617,12.9178
618,16.5301
619,18.3695
620,17.2361
621,16.8416
622,17.7804
623,18.6894
624,18.0053
625,16.1251
626,15.6207
627,16.4690
628,17.0088
629,16.6093
630,15.9045
631,15.2055
632,15.1865
633,14.5133
634,12.8238
635,12.4760
636,13.9016
637,15.9539
638,16.6610
639,15.9710
640,16.2269
641,18.3032
642,17.4952
643,14.8957
644,13.4170
645,14.2453
646,18.5571
647,21.8783
648,22.4384
649,20.4443
650,20.5473
651,20.2152
652,19.0411
653,19.1803
654,20.5495
655,20.1342
656,17.2364
657,13.4045
658,13.4339
659,15.9813
660,18.1100
661,20.2717
662,21.7307
663,21.2504
664,20.2357
665,19.5901
666,16.7575
667,16.4061
668,18.1317
669,18.6157
670,19.0344
671,19.3969
672,18.0896
673,15.3867
674,16.4759
675,17.5015
676,16.8253
677,16.9713
678,17.8294
679,18.3366
680,17.1185
681,15.6932
682,17.8131
683,19.7508
684,19.5035
685,19.1240
686,18.9408
687,18.3798
688,17.9253
689,17.5739
690,19.0436
691,18.7188
692,16.8247
693,17.3735
694,18.7329
695,18.2064
696,17.4258
697,18.2852
698,20.2989
699,20.2034
700,18.3578
701,17.0361
702,15.5764
703,15.0745
704,15.4165
705,15.9756
706,17.5534
707,17.1067
708,18.2887
709,22.0838
710,23.1172
711,23.7355
712,25.1243
713,23.9628
714,20.1566
715,17.2365
716,16.5204
717,17.8547
718,20.1747
719,21.2210
720,19.8311
721,16.6594
722,15.8192
723,17.0344
724,18.0539
725,19.0352
726,18.8445
727,17.5881
728,14.9690
729,11.2450
730,13.1644
731,16.2889
732,15.7906
733,14.2200
734,11.8530
735,10.9796
736,11.8351
737,13.4376
738,16.4642
739,17.8526
740,17.1097
741,16.8253
742,17.2764
743,17.6046
744,16.8419
745,15.6448
746,17.3920
747,19.6250
748,18.8006
749,17.5242
750,18.2118
751,20.6088
752,21.9660
753,20.7954
754,18.7789
755,17.9257
756,17.2125
757,15.0920
758,13.5167
759,14.4085
760,17.4796
761,20.7958
762,23.3001
763,23.6234
764,21.3854
765,18.7741
766,17.1577
767,16.6844
768,17.1271
769,17.8038
770,18.3436
771,17.2183
772,13.8775
773,11.6210
774,12.5739
775,14.6243
776,15.5335
777,15.6053
778,14.4359
779,14.2150
780,15.7395
781,16.1431
782,16.5845
783,18.2838
784,18.7354
785,17.2004
786,13.5234
787,11.6763
788,13.1776
789,14.5059
790,14.5340
791,14.1079
792,14.6420
793,15.6715
794,14.0645
795,12.4054
796,12.7919
797,13.5165
798,14.8036
799,16.7109
800,19.7538
801,22.7127
802,23.4410
803,21.8980
804,20.6121
805,20.5632
806,20.5240
807,19.1783
808,17.9065
809,18.8106
810,18.8487
811,17.8320
812,17.2818
813,16.1330
814,15.7312
815,17.6274
816,20.4867
817,21.6815
818,17.4552
819,12.0804
820,9.9793
821,8.5964
822,9.3522
823,10.5815
824,11.5304
825,11.8950
826,13.9822
827,17.0463
828,18.0027
829,18.3191
830,18.3278
831,18.2901
832,18.8081
833,19.7325
834,18.6680
835,17.7234
836,19.4446
837,19.9204
838,18.0758
839,15.7285
840,14.4733
841,14.4862
842,16.3455
843,17.6705
844,17.1058
845,16.8109
846,16.1503
847,15.3025
848,15.0686
849,15.2940
850,14.6772
851,14.0722
852,15.2907
853,16.9490
854,18.0015
855,17.9994
856,19.0463
857,22.0071
858,24.1742
859,22.4129
860,17.3795
861,12.3880
862,10.6202
863,12.1682
864,13.8679
865,12.4734
866,13.6474
867,16.5921
868,16.7640
869,19.1783
870,21.2373
871,21.4265
872,20.3985
873,19.1183
874,22.5672
875,27.3557
876,25.3535
877,21.3282
878,18.5498
879,18.9767
880,21.8787
881,24.7187
882,25.4276
883,23.8732
884,21.9438
885,21.1251
886,21.5357
887,21.4524
888,18.6556
889,15.2216
890,13.5027
891,12.4031
892,9.9355
893,8.7786
894,12.7891
895,19.2211
896,21.8734
897,19.5435
898,16.8985
899,15.2110
900,13.1595
901,14.7682
902,18.4782
903,20.0650
904,19.8118
905,20.7084
906,22.4172
907,21.7410
908,19.2975
909,17.9244
910,18.1151
911,18.3267
912,18.0471
913,17.4429
914,17.9979
915,18.4792
916,16.9825
917,17.4694
918,20.3161
919,22.6649
920,22.1740
921,19.8819
922,16.3789
923,15.0572
924,17.8864
925,20.9499
926,22.9732
927,21.8356
928,18.4931
929,15.2319
930,13.8471
931,14.9178
932,15.9930
933,16.6147
934,19.0109
935,22.4548
936,23.7255
937,21.5342
938,18.8041
939,18.0306
940,19.3201
941,23.6805
942,26.5769
943,23.1855
944,19.2868
945,19.0610
946,19.1094
947,17.3897
948,16.7635
949,16.1164
950,15.5890
951,16.4049
952,17.6129
953,18.9262
954,19.5083
955,18.8770
956,17.7114
957,16.2963
958,15.2179
959,15.1234
960,16.4127
961,17.3986
962,17.1531
963,16.7792
964,18.1014
965,18.4714
966,19.1171
967,20.3886
968,21.6532
969,21.4757
970,20.6667
971,21.4506
972,22.3594
973,20.7393
974,17.6055
975,15.3166
976,14.9582
977,14.2034
978,14.2869
979,14.9146
980,12.2525
981,11.5671
982,13.8823
983,18.7265
984,22.6730
985,23.9739
986,21.5077
987,17.8673
988,20.9910
989,22.0517
990,21.4726
991,20.8330
992,20.8295
993,20.4345
994,19.4957
995,19.1138
996,18.7093
997,17.7326
998,16.1727
999,15.3026
1000,16.1868
1001,18.8281
1002,20.9985
1003,20.1578
1004,17.0582
1005,16.7402
1006,20.8090
1007,25.3389
1008,25.8809
1009,22.1408
1010,19.6793
1011,20.2930
1012,18.4578
1013,16.2752
1014,14.8852
1015,14.8870
1016,16.4901
1017,17.9273
1018,18.9921
1019,19.8037
1020,20.0610
1021,21.4761
1022,23.1556
1023,24.4024
1024,24.0716
1025,22.6095
1026,21.1338
1027,21.1255
1028,24.0175
1029,24.4907
1030,22.7116
1031,20.8064
1032,19.5446
1033,19.6852
1034,17.1398
1035,14.1380
1036,17.0250
1037,20.1693
1038,22.1351
1039,22.0536
1040,19.5859
1041,16.8001
1042,16.5508
1043,18.1921
1044,16.9666
1045,16.0845
1046,16.3017
1047,17.9672
1048,19.3296
1049,18.6030
1050,18.0507
1051,18.6720
1052,19.6536
1053,20.2459
1054,19.9597
1055,19.9042
1056,19.4594
1057,16.9184
1058,17.7894
1059,21.9894
1060,19.6637
1061,19.6343
1062,20.6965
1063,19.6145
1064,17.5435
1065,15.6903
1066,15.9847
1067,17.4438
1068,16.7124
1069,16.0608
1070,15.1839
1071,14.8578
1072,14.7160
1073,14.9400
1074,15.7726
1075,15.8355
1076,14.4493
1077,14.7412
1078,17.3711
1079,20.0589
1080,20.7918
1081,19.2452
1082,17.5705
1083,17.5970
1084,19.9624
1085,19.4121
1086,16.1851
1087,14.5672
1088,16.0319
1089,17.1750
1090,17.9579
1091,19.2497
1092,18.5250
1093,16.7257
1094,15.9720
1095,18.1287
1096,19.4969
1097,18.8945
1098,16.2897
1099,14.6255
1100,17.0557
1101,21.1318
1102,24.0971
1103,22.0076
1104,18.1255
1105,16.8424
1106,18.1643
1107,20.7434
1108,21.9766
1109,23.1646
1110,21.7685
1111,19.1447
1112,17.9969
1113,17.3447
1114,17.6494
1115,19.0632
1116,21.2544
1117,22.3498
1118,21.4879
1119,19.6170
1120,18.6437
1121,19.2273
1122,18.5290
1123,16.8756
1124,16.5486
1125,17.8162
1126,21.1934
1127,25.5354
1128,25.9885
1129,21.5400
1130,17.8865
1131,18.4614
1132,18.3255
1133,19.2294
1134,18.4909
1135,15.6227
1136,14.5951
1137,16.6307
1138,19.0441
1139,20.3856
1140,21.9416
1141,23.8981
1142,24.8438
1143,24.8958
1144,23.7674
1145,22.2995
1146,20.3333
1147,19.5660
1148,20.1728
1149,20.8573
1150,20.0895
1151,18.9142
1152,18.5843
1153,19.3131
1154,18.9926
1155,16.4761
1156,16.2708
1157,16.6048
1158,15.4706
1159,12.2945
1160,10.1578
1161,11.8744
1162,17.2891
1163,24.2675
1164,23.8211
1165,21.4873
1166,17.6717
1167,16.1079
1168,17.5214
1169,19.2530
1170,19.4746
1171,18.1068
1172,17.5252
1173,19.9093
1174,21.4494
1175,20.3257
1176,17.0093
1177,14.8756
1178,14.3206
1179,15.4806
1180,17.8156
1181,20.9724
1182,24.8162
1183,26.7448
1184,25.7767
1185,22.9171
1186,20.5907
1187,18.2478
1188,18.2458
1189,18.7817
1190,17.5402
1191,14.6477
1192,13.6310
1193,16.4386
1194,19.1263
1195,19.3502
1196,18.2136
1197,17.3502
1198,17.3434
1199,17.2611
1200,16.6926
1201,15.7724
1202,15.4458
1203,18.9690
1204,21.3330
1205,22.2308
1206,21.4760
1207,19.1253
1208,18.7049
1209,19.9260
1210,20.9781
1211,19.3458
1212,17.8203
1213,17.0236
1214,17.4920
1215,17.1871
1216,17.0445
1217,18.1386
1218,19.6486
1219,19.9585
1220,19.8550
1221,18.3915
1222,17.4574
1223,17.2576
1224,18.1551
1225,20.7101
1226,21.8950
1227,19.1972
1228,19.0423
1229,19.8338
1230,20.4428
1231,18.1580
1232,14.6393
1233,12.2743
1234,14.2715
1235,20.1054
1236,20.5226
1237,19.1864
1238,18.3677
1239,19.9123
1240,22.5076
1241,23.1253
1242,21.5946
1243,19.1009
1244,19.1703
1245,19.3148
1246,19.5890
1247,19.7806
1248,19.9378
1249,18.8357
1250,16.7693
1251,13.3156
1252,13.8468
1253,14.6279
1254,15.8386
1255,16.9811
1256,18.7251
1257,20.3479
1258,21.0518
1259,21.3781
1260,19.8849
1261,18.5597
1262,18.5960
1263,16.7113
1264,14.1996
1265,13.7986
1266,14.9086
1267,17.6903
1268,18.5672
1269,20.5554
1270,22.1728
1271,22.2755
1272,21.6533
1273,21.0579
1274,20.3631
1275,18.6859
1276,17.5862
1277,21.0818
1278,22.9780
1279,20.0540
1280,20.6714
1281,23.3010
1282,23.2414
1283,19.6081
1284,16.0189
1285,13.6913
1286,14.1720
1287,15.6985
1288,14.6005
1289,10.9178
1290,8.5191
1291,11.6172
1292,14.5402
1293,15.7991
1294,15.6563
1295,17.6706
1296,20.8416
1297,22.7652
1298,22.4999
1299,20.3034
1300,18.9567
1301,15.9488
1302,12.7702
1303,13.5493
1304,16.9875
1305,18.7316
1306,16.8982
1307,11.2157
1308,16.7225
1309,19.5796
1310,18.7426
1311,17.0797
1312,18.2119
1313,20.6677
1314,22.9172
1315,24.1089
1316,23.5794
1317,21.2662
1318,17.0635
1319,13.5071
1320,13.0226
1321,15.1966
1322,17.5150
1323,17.5448
1324,14.9763
1325,11.8915
1326,10.4786
1327,10.6545
1328,12.0454
1329,14.3832
1330,17.4748
1331,22.0305
1332,23.6287
1333,22.0331
1334,19.1376
1335,16.6910
1336,15.5715
1337,15.3289
1338,14.8507
1339,18.2693
1340,19.7592
1341,19.9361
1342,18.2584
1343,18.2104
1344,19.8848
1345,19.2440
1346,17.0318
1347,15.1631
1348,16.8891
1349,21.0596
1350,23.1106
1351,21.2458
1352,19.4729
1353,21.1838
1354,24.4228
1355,22.8168
1356,22.0768
1357,20.3878
1358,19.1386
1359,18.6637
1360,17.7679
1361,16.9134
1362,16.5150
1363,23.6247
1364,21.9900
1365,22.3366
1366,23.8306
1367,22.0668
1368,17.5712
1369,15.2382
1370,16.1034
1371,16.9471
1372,16.1434
1373,15.7100
1374,16.5756
1375,17.6524
1376,18.9336
1377,17.4250
1378,16.9706
1379,17.5864
1380,17.5108
1381,17.1059
1382,16.7573
1383,17.7937
1384,19.8534
1385,20.3682
1386,20.3242
1387,18.7809
1388,19.4224
1389,19.1286
1390,16.9853
1391,16.0847
1392,16.0890
1393,18.6233
1394,20.5245
1395,15.6727
1396,15.8218
1397,17.0114
1398,19.5473
1399,21.1261
1400,21.6755
1401,20.5594
1402,20.6972
1403,19.9947
1404,19.4048
1405,18.8178
1406,19.0364
1407,19.8889
1408,21.7228
1409,22.3184
1410,21.1827
1411,20.3801
1412,18.9328
1413,16.2872
1414,15.3436
1415,18.5145
1416,21.3969
1417,18.6350
1418,14.5381
1419,17.8218
1420,21.7282
1421,23.8885
1422,21.6701
1423,18.4631
1424,17.9251
1425,20.2012
1426,22.2432
1427,24.5866
1428,23.9674
1429,22.0557
1430,18.0913
1431,15.6490
1432,15.5076
1433,16.9723
1434,19.9221
1435,22.0801
1436,19.1496
1437,19.1829
1438,21.4587
1439,21.6526
1440,19.3242
1441,19.9840
1442,22.5294
1443,21.3614
1444,22.4670
1445,22.2901
1446,20.4262
1447,18.6708
1448,19.2061
1449,22.7988
1450,25.9808
1451,23.8729
1452,22.0418
1453,20.0902
1454,19.9169
1455,20.4243
1456,19.6855
1457,19.3739
1458,18.3227
1459,20.1983
1460,18.3051
1461,17.0510
1462,18.0302
1463,18.9372
1464,18.1636
1465,16.1314
1466,14.0465
1467,14.3358
1468,14.1924
1469,12.0274
1470,10.7609
1471,12.4440
1472,15.2346
1473,15.9168
1474,14.0487
1475,12.8621
1476,15.1342
1477,14.6486
1478,12.7778
1479,16.3322
1480,22.1449
1481,23.8131
1482,21.3386
1483,22.4850
1484,26.2521
1485,25.7408
1486,20.2838
1487,18.1814
1488,21.1138
1489,22.5883
1490,21.8166
1491,25.1269
1492,21.5787
1493,20.9669
1494,22.4368
1495,22.8046
1496,21.8473
1497,20.7044
1498,20.9886
1499,15.0760
1500,15.2817
1501,16.7704
1502,18.2324
1503,17.1558
1504,14.2960
1505,14.9348
1506,16.1104
1507,16.6329
1508,14.5807
1509,12.6888
1510,14.5531
1511,17.2429
1512,22.8533
1513,26.2206
1514,27.5171
1515,19.0127
1516,16.8938
1517,18.4308
1518,18.7425
1519,14.6934
1520,15.8153
1521,17.9025
1522,16.0544
1523,18.6246
1524,17.5328
1525,18.1325
1526,21.1275
1527,24.2894
1528,25.0830
1529,21.7163
1530,18.1409
1531,19.5580
1532,17.5774
1533,15.6170
1534,17.1544
1535,20.5970
1536,23.0723
1537,23.5051
1538,22.7738
1539,20.8769
1540,21.9588
1541,23.4347
1542,23.1787
1543,18.3714
1544,14.6368
1545,15.9613
1546,19.4410
1547,14.0103
1548,14.3992
1549,14.8554
1550,14.8627
1551,15.6317
1552,15.2444
1553,14.9221
1554,14.9230
1555,14.8307
1556,15.7265
1557,17.1694
1558,18.7414
1559,19.9950
1560,21.7576
1561,25.6664
1562,27.9439
1563,24.6309
1564,22.9645
1565,21.6726
1566,21.8929
1567,19.8704
1568,18.2376
1569,20.0818
1570,24.5709
1571,18.9837
1572,18.0000
1573,18.0200
1574,19.3426
1575,20.0146
1576,20.6759
1577,18.7155
1578,17.4731
1579,21.0618
1580,19.1908
1581,18.2555
1582,18.0278
1583,18.8881
1584,18.1012
1585,16.3709
1586,14.0077
1587,16.8040
1588,17.9198
1589,18.3723
1590,18.5768
1591,18.1250
1592,18.0635
1593,17.5172
1594,16.8198
1595,16.9400
1596,17.0297
1597,16.3333
